65.607 	 134.148252881082 	 conf1.gro
69.621 	 94.8106541699778 	 conf10.gro
86.015 	 80.2239566180098 	 conf12.gro
72.932 	 69.9401373146687 	 conf21.gro
72.236 	 82.1248641961997 	 conf22.gro
46.326 	 42.1749247900926 	 conf25.gro
58.512 	 49.1175517517559 	 conf26.gro
80.617 	 83.9220093461528 	 conf32.gro
82.959 	 68.61410418571 	 conf36.gro
74.239 	 101.437788252004 	 conf37.gro
29.093 	 161.095351426176 	 conf38.gro
26.675 	 140.590781146267 	 conf39.gro
26.626 	 150.701942290072 	 conf40.gro
6.742 	 169.813608861463 	 conf41.gro
28.554 	 138.658809098688 	 conf45.gro
29.109 	 142.984224271536 	 conf46.gro
22.422 	 146.965707040965 	 conf47.gro
30.174 	 146.829369273751 	 conf50.gro
50.773 	 124.046024469818 	 conf55.gro
59.921 	 132.004668379642 	 conf56.gro
47.146 	 125.256205138971 	 conf57.gro
45.660 	 130.038992976087 	 conf58.gro
49.586 	 119.021263464503 	 conf59.gro
64.012 	 102.866921415125 	 conf61.gro
43.491 	 145.864938644916 	 conf62.gro
67.206 	 120.434886595114 	 conf67.gro
83.789 	 133.418106443872 	 conf68.gro
64.225 	 124.968671343694 	 conf69.gro
57.003 	 128.912084764595 	 conf71.gro
63.184 	 126.367495931808 	 conf72.gro
70.837 	 123.007073697662 	 conf73.gro
57.967 	 112.024219498521 	 conf76.gro
35.263 	 139.432252984079 	 conf78.gro
24.176 	 150.636843497867 	 conf79.gro
19.715 	 167.127287769284 	 conf81.gro
8.763 	 145.444332895809 	 conf82.gro
13.289 	 155.501606056608 	 conf83.gro
10.895 	 163.336405080697 	 conf85.gro
7.103 	 158.406124037496 	 conf88.gro
14.364 	 171.444694117406 	 conf91.gro
9.990 	 164.396165970454 	 conf94.gro
1.011 	 147.509722552193 	 conf98.gro
6.794 	 171.821419464806 	 conf99.gro
6.818 	 173.273387702339 	 conf103.gro
12.296 	 169.999999610927 	 conf104.gro
11.046 	 176.148628892186 	 conf105.gro
4.492 	 165.595569204704 	 conf106.gro
5.249 	 162.371585547156 	 conf107.gro
0.809 	 160.233185371041 	 conf108.gro
8.609 	 166.706290999937 	 conf109.gro
45.142 	 128.906046480061 	 conf112.gro
25.838 	 146.50161505296 	 conf117.gro
14.638 	 138.870428191398 	 conf118.gro
10.813 	 167.372124151888 	 conf120.gro
34.202 	 153.995879341322 	 conf123.gro
20.568 	 159.270433471625 	 conf124.gro
2.760 	 162.811117360531 	 conf126.gro
6.824 	 166.598489704749 	 conf128.gro
5.560 	 166.540682869483 	 conf135.gro
11.567 	 145.382301881497 	 conf137.gro
19.170 	 146.281246068272 	 conf138.gro
31.784 	 146.613538336882 	 conf139.gro
28.284 	 133.234246392504 	 conf140.gro
29.367 	 151.90085423232 	 conf145.gro
53.656 	 126.465580831381 	 conf147.gro
64.420 	 120.799375966425 	 conf148.gro
52.655 	 128.953858827173 	 conf149.gro
25.488 	 160.600548364624 	 conf150.gro
36.885 	 130.330585406401 	 conf151.gro
59.932 	 98.2838197494808 	 conf152.gro
72.446 	 102.814965833808 	 conf154.gro
81.817 	 78.4699546249107 	 conf155.gro
87.695 	 92.2048265129367 	 conf156.gro
72.05 	 54.3676113399992 	 conf157.gro
79.219 	 46.7252180654085 	 conf158.gro
62.933 	 52.2407578993468 	 conf162.gro
53.862 	 65.8220140364603 	 conf163.gro
53.86 	 73.8209899416697 	 conf164.gro
52.381 	 65.5766902710037 	 conf165.gro
11.099 	 36.2182675600881 	 conf176.gro
16.258 	 65.6470333327426 	 conf177.gro
19.358 	 49.1323762352545 	 conf179.gro
25.745 	 69.250921225329 	 conf180.gro
31.184 	 42.4820368105374 	 conf181.gro
23.279 	 47.3434220738385 	 conf182.gro
11.867 	 65.8026763088736 	 conf183.gro
17.986 	 90.6790365225142 	 conf186.gro
24.222 	 86.2598236153054 	 conf187.gro
21.358 	 53.5240337799112 	 conf189.gro
20.009 	 72.5079299276392 	 conf192.gro
16.883 	 63.9545090949279 	 conf195.gro
20.297 	 56.4482268811569 	 conf196.gro
24.631 	 111.924055006376 	 conf197.gro
12.94 	 75.9797807068914 	 conf198.gro
28.459 	 88.1806795494388 	 conf199.gro
33.559 	 94.8948287543672 	 conf200.gro
5.55799999999999 	 96.2800495685265 	 conf201.gro
61.845 	 79.7927660079901 	 conf204.gro
75.879 	 78.329764425417 	 conf208.gro
73.873 	 68.1568860074314 	 conf209.gro
81.899 	 80.1044591567071 	 conf213.gro
88.861 	 102.887047575161 	 conf214.gro
80.798 	 91.6257821039247 	 conf215.gro
85.748 	 83.410995305722 	 conf217.gro
74.845 	 103.001837707562 	 conf218.gro
72.365 	 100.6502045079 	 conf220.gro
67.631 	 119.402256634699 	 conf221.gro
66.318 	 91.6053329139834 	 conf222.gro
71.958 	 97.0987384165294 	 conf223.gro
66.809 	 58.2084583864856 	 conf224.gro
68.586 	 81.2275010443509 	 conf225.gro
50.507 	 95.0098970071079 	 conf226.gro
36.249 	 102.53457470377 	 conf227.gro
34.897 	 95.7000138107362 	 conf228.gro
34.412 	 103.105973707532 	 conf230.gro
20.795 	 96.7207220328997 	 conf231.gro
13.773 	 98.4589122861186 	 conf232.gro
10.569 	 82.210279298559 	 conf235.gro
11.034 	 95.6821044323264 	 conf237.gro
8.052 	 92.604605202819 	 conf239.gro
8.887 	 120.959392835822 	 conf240.gro
1.125 	 82.2720634950164 	 conf241.gro
12.266 	 122.757221177162 	 conf242.gro
13.781 	 97.7797635142757 	 conf243.gro
7.861 	 103.70748835167 	 conf244.gro
12.319 	 101.142974356167 	 conf245.gro
17.727 	 116.881443646798 	 conf246.gro
9.375 	 141.153139662796 	 conf257.gro
7.732 	 129.120621630333 	 conf258.gro
19.390 	 93.8847600528847 	 conf260.gro
45.728 	 65.81990709265 	 conf262.gro
38.234 	 64.3907592610196 	 conf264.gro
30.898 	 45.484857632478 	 conf267.gro
19.393 	 59.5180591553035 	 conf270.gro
14.333 	 61.6310621519397 	 conf271.gro
20.437 	 53.2355694097428 	 conf272.gro
19.208 	 58.0260269715931 	 conf273.gro
10.124 	 50.4955747387853 	 conf274.gro
14.846 	 57.8664033318914 	 conf275.gro
24.223 	 32.6084836376678 	 conf276.gro
12.224 	 68.351033453343 	 conf277.gro
12.862 	 28.3834299651252 	 conf278.gro
12.262 	 41.5707810632121 	 conf279.gro
9.585 	 43.6955803572429 	 conf280.gro
23.994 	 99.7734499548248 	 conf283.gro
5.216 	 105.497383838698 	 conf284.gro
3.951 	 105.225604557737 	 conf285.gro
5.912 	 120.874832747408 	 conf286.gro
7.074 	 102.015473064006 	 conf287.gro
17.261 	 97.1523667019746 	 conf288.gro
33.647 	 58.1497604075007 	 conf291.gro
12.545 	 111.86522371951 	 conf293.gro
31.198 	 111.093448862971 	 conf294.gro
7.541 	 136.508654754729 	 conf295.gro
5.306 	 119.304318425706 	 conf296.gro
11.715 	 92.615281574421 	 conf297.gro
13.979 	 95.2865608486457 	 conf298.gro
17.531 	 110.967956808803 	 conf299.gro
8.284 	 106.04061885823 	 conf300.gro
1.468 	 122.758950390485 	 conf301.gro
10.221 	 97.4171770922116 	 conf302.gro
7.092 	 121.162753405924 	 conf303.gro
40.842 	 101.446896856649 	 conf304.gro
36.222 	 119.618675093461 	 conf305.gro
31.755 	 134.072647674747 	 conf306.gro
28.453 	 122.43879347611 	 conf308.gro
54.098 	 131.974227318023 	 conf310.gro
67.019 	 102.89860805739 	 conf313.gro
76.675 	 68.7993206983009 	 conf317.gro
56.88 	 54.8761898155758 	 conf320.gro
44.8 	 49.1262470153139 	 conf321.gro
45.509 	 37.5585424490249 	 conf322.gro
71.196 	 54.5532621775187 	 conf323.gro
30.406 	 33.7162863216195 	 conf324.gro
17.911 	 41.4257992488402 	 conf327.gro
4.80000000000001 	 42.3581131873009 	 conf329.gro
7.74299999999999 	 20.3508948756283 	 conf330.gro
27.649 	 53.4523622885171 	 conf331.gro
29.932 	 50.1541468242181 	 conf332.gro
32.305 	 33.0633295629861 	 conf333.gro
26.781 	 44.6844973145309 	 conf335.gro
29.59 	 32.4969010832549 	 conf336.gro
39.599 	 44.7085456807903 	 conf337.gro
30.629 	 45.4061435272312 	 conf338.gro
14.481 	 28.8537865197227 	 conf339.gro
8.04400000000001 	 13.9541725011986 	 conf340.gro
9.08799999999999 	 5.22799425995475 	 conf341.gro
47.449 	 66.9267670310209 	 conf343.gro
54.863 	 47.331583747148 	 conf344.gro
53.88 	 48.0352763411325 	 conf345.gro
64.014 	 65.3175715301391 	 conf347.gro
69.615 	 83.2320923795821 	 conf352.gro
52.892 	 51.7096330536486 	 conf354.gro
51.462 	 64.6616951135146 	 conf355.gro
42.599 	 39.2730478202307 	 conf356.gro
27.699 	 31.9213765840922 	 conf359.gro
12.944 	 55.7916279222488 	 conf361.gro
33.032 	 85.6286859244659 	 conf363.gro
21.137 	 67.2096797407753 	 conf365.gro
25.701 	 25.5366018582124 	 conf368.gro
22.167 	 32.2462832984559 	 conf369.gro
33.288 	 36.8167238335384 	 conf370.gro
32.824 	 54.8347092948108 	 conf371.gro
15.112 	 65.5883075828544 	 conf372.gro
69.075 	 82.4650717987886 	 conf373.gro
71.085 	 63.5027523781615 	 conf374.gro
69.932 	 83.4576789566462 	 conf376.gro
79.787 	 81.9075012405968 	 conf381.gro
54.04 	 62.3639587612337 	 conf385.gro
20.316 	 33.044286627143 	 conf388.gro
12.025 	 36.6148603198424 	 conf389.gro
19.264 	 24.6921686992894 	 conf390.gro
14.387 	 36.1271681315947 	 conf391.gro
13.824 	 13.0955621109329 	 conf392.gro
5.74700000000001 	 18.7671206798993 	 conf395.gro
13.826 	 40.9607384378208 	 conf396.gro
10.566 	 18.2861108151433 	 conf397.gro
5.12100000000001 	 26.0378947264642 	 conf398.gro
15.293 	 22.6799258302665 	 conf399.gro
11.132 	 34.3005652729225 	 conf401.gro
7.98400000000001 	 39.3062232741147 	 conf402.gro
5.67400000000001 	 10.8644774255033 	 conf403.gro
10.14 	 11.2221076521092 	 conf404.gro
3.69300000000001 	 14.7374137453289 	 conf405.gro
3.221 	 37.5354507954315 	 conf406.gro
16.115 	 11.5676841846125 	 conf407.gro
4.28299999999999 	 33.904438440409 	 conf408.gro
16.819 	 55.7316541892508 	 conf409.gro
10.492 	 45.023053272243 	 conf410.gro
24.999 	 48.3459882354261 	 conf413.gro
7.773 	 42.6210186110337 	 conf418.gro
24.89 	 59.2521532024133 	 conf420.gro
36.678 	 76.710320750981 	 conf422.gro
16.337 	 51.3591405659261 	 conf423.gro
14.441 	 45.016338797571 	 conf425.gro
6.69200000000001 	 53.2712491442122 	 conf426.gro
2.55199999999999 	 71.536169509758 	 conf428.gro
34.428 	 104.543016975205 	 conf430.gro
6.63200000000001 	 86.7579618284061 	 conf432.gro
15.135 	 65.6800716675814 	 conf433.gro
37.219 	 88.0671420710502 	 conf442.gro
48.393 	 99.4255466957308 	 conf449.gro
36.477 	 97.679935776085 	 conf450.gro
28.788 	 118.535398930918 	 conf451.gro
23.522 	 114.522550407037 	 conf452.gro
18.718 	 119.988300237364 	 conf457.gro
16.144 	 105.762928471076 	 conf458.gro
2.642 	 107.058159224624 	 conf459.gro
15.508 	 92.6391381757336 	 conf460.gro
14.562 	 131.352761644431 	 conf461.gro
11.252 	 103.050297551947 	 conf462.gro
16.827 	 121.419683898634 	 conf463.gro
3.959 	 103.500590671439 	 conf464.gro
10.738 	 130.637165467564 	 conf465.gro
2.81399999999999 	 94.0501270001071 	 conf466.gro
15.017 	 100.341282619705 	 conf467.gro
6.40299999999999 	 103.124813215919 	 conf468.gro
6.15700000000001 	 112.210098139109 	 conf469.gro
41.123 	 100.285033734771 	 conf470.gro
49.584 	 92.5142843256491 	 conf471.gro
31.373 	 100.281268007629 	 conf472.gro
31.678 	 115.612093743137 	 conf473.gro
25.574 	 134.614056652899 	 conf474.gro
32.094 	 112.620377500979 	 conf475.gro
16.515 	 147.042436977155 	 conf476.gro
38.27 	 111.632468000636 	 conf478.gro
26.338 	 103.101338548035 	 conf479.gro
9.22 	 77.7640515240225 	 conf490.gro
16.48 	 130.713599900286 	 conf493.gro
6.74299999999999 	 103.807290885564 	 conf494.gro
11.366 	 157.289875364696 	 conf503.gro
5.232 	 167.879256247393 	 conf505.gro
0.792000000000002 	 174.933790793915 	 conf507.gro
9.03100000000001 	 151.887589979023 	 conf508.gro
28.333 	 170.634488471609 	 conf509.gro
27.669 	 147.49717059845 	 conf510.gro
38.745 	 144.347775914711 	 conf511.gro
24.397 	 154.478953497116 	 conf515.gro
19.359 	 148.608762545397 	 conf519.gro
16.153 	 163.001884957782 	 conf522.gro
13.195 	 161.83054127422 	 conf523.gro
